chart_id,difficulty,source_file,display_bpm,ebpm,total_stream_length,max_stream_length,break_count,stream_break_ratio,average_nps,peak_ebpm
36182711,15,Stamina RPG 5/[15] Fallen Angel/Fallen_Angel.sm,157.0,157.0,196,81,1,11.529,9.12,98.1
98f03c4b,15,Stamina RPG 5/[15] Grimoire of Darkness/01. Grimoire of Darkness.sm,185.0,185.0,108,59,2,3.484,8.08,161.9
ce82bdca,15,Stamina RPG 5/[15] Hitogoto/hitogoto.sm,170.0,170.0,153,31,3,6.375,9.28,
1d33efde,15,Stamina RPG 5/[15] Imminent hazard/imminent.sm,166.0,166.0,144,140,2,14.4,8.52,83.0
bcbef070,15,Stamina RPG 5/[15] Infinity Chasers/Infinity Chasers.sm,200.0,200.0,85,16,8,1.308,8.52,137.5
d3e4d4b6,15,Stamina RPG 5/[15] Japanese Beautiful Barrage/Japanese Beautiful Barrage.sm,185.0,185.0,139,16,12,1.805,9.59,173.4
fb0b032b,15,Stamina RPG 5/[15] Persona Promenade/persona_promenade.sm,196.0,196.0,91,15,8,1.542,10.55,171.5
fd7af6fb,15,Stamina RPG 5/[15] Realizm/realizm.sm,190.0,190.0,107,31,7,1.754,9.68,178.1
85b1afcf,15,Stamina RPG 5/[15] Skywards/Skywards.sm,174.0,174.0,127,63,2,2.646,7.95,141.4
622512bc,15,Stamina RPG 5/[15] Struggle to Survive/Struggle to Survive.sm,205.0,205.0,91,23,2,3.5,10.66,192.2
861f4957,15,Stamina RPG 5/[15] The Antinomy of Ideology/The Antinomy of Ideology.sm,164.0,164.0,139,68,3,6.619,9.97,123.0
d5cc1b27,15,Stamina RPG 5/[15] Vacuum Track-ADD8E6/Vacuum Track-ADD8E6.sm,203.0,203.0,41,21,2,1.281,8.02,190.3
0233369b,16,Stamina RPG 5/[16] Brand New World/Brand New World.sm,205.0,205.0,121,23,4,2.241,10.9,179.4
45a9a68c,16,Stamina RPG 5/[16] Dark Matter/Dark Matter.sm,175.0,175.0,190,95,0,0.0,10.82,
1189b0b7,16,Stamina RPG 5/[16] Dizzy Trickster/Dizzy Trickster.sm,197.0,197.0,126,23,9,1.658,9.94,184.7
16dd21e4,17,Stamina RPG 8/[17] Drone (HiTECH NINJA Remix) FB 186/dronefb186.sm,186.0,186.0,213,144,1,26.625,12.04,93.0
f3b5e858,16,Stamina RPG 5/[16] EMX/EMX.sm,190.0,190.0,175,32,14,3.07,10.22,142.5
3a63ef9f,16,Stamina RPG 5/[16] Love-colored master spark/Love-colored master spark.sm,195.0,195.0,136,56,9,3.238,11.31,158.4
e2ca3251,16,Stamina RPG 5/[16] NEO GRAVITY (BlackYooh vs. siromaru Remix)/neograv.sm,185.0,185.0,123,47,4,3.514,9.72,161.9
5e3ce1e1,16,Stamina RPG 5/[16] Quantum Leap/Quantum Leap.sm,175.0,175.0,211,208,0,0.0,10.99,
70b34537,16,Stamina RPG 5/[16] Shout At The Devil/Shout at the Devil.sm,185.0,185.0,127,70,2,5.773,10.65,92.5
5c484acd,16,Stamina RPG 5/[16] Submarines (Pendulum Remix)/submarines.sm,174.0,174.0,149,63,1,16.556,8.17,141.4
5705356b,16,Stamina RPG 5/[16] The Battle For Everyone's Souls/The Battle For Everyone's Souls.sm,200.0,200.1,120,31,3,2.791,10.73,162.6
d6c7fd64,16,Stamina RPG 5/[16] The Epic Rage of Furious Thunder/drowns in liquid ice.sm,180.0,180.0,181,46,7,2.701,8.95,157.5
bf06158c,17,Stamina RPG 5/[17] Black Fire/Black Fire.sm,195.0,268.1,1,1,0,0.0,12.17,
1afdea67,17,Stamina RPG 5/[17] Clouds Schatze/clouds.sm,180.0,180.0,271,47,8,4.169,10.09,146.2
75099783,17,Stamina RPG 5/[17] Descend of Scarlet Devil/Descend of Scarlet Devil.sm,210.0,210.0,118,56,2,1.439,9.48,105.0
9c4954b7,17,Stamina RPG 5/[17] Fighting of the Spirit/Fighting of the Spirit.sm,192.0,191.9,171,149,1,28.5,11.55,
446d3069,17,Stamina RPG 5/[17] Grievous Lady/06. Grievous Lady.sm,210.0,210.0,94,32,1,2.043,8.18,157.5
3869a9d1,17,Stamina RPG 5/[17] Minds Eye/mindseye.sm,178.0,178.0,277,98,2,27.7,11.1,
20569d04,17,Stamina RPG 5/[17] Necrofantasia/Necrofantasia.sm,180.0,180.0,233,129,2,38.833,11.58,157.5
33113796,17,Stamina RPG 5/[17] Que Du Sale/quedusale.sm,200.0,200.0,153,14,9,2.354,10.03,162.5
2f230807,17,Stamina RPG 5/[17] Revolt from the abyss/abyss.sm,185.0,185.0,289,83,4,4.129,9.08,92.5
fa617cca,17,Stamina RPG 5/[17] Tapioca/Tapioca.sm,205.0,205.0,148,16,5,2.145,10.27,166.6
4cff2727,17,Stamina RPG 5/[17] Yggdrasil/Yggdrasil.sm,200.0,200.0,134,39,3,3.622,8.62,162.5
71c557cd,17,Stamina RPG 5/[17] Zusammenbruch of Gott/zusammenbruch.sm,195.0,195.0,160,32,6,4.571,9.63,121.9
32a309b5,18,Stamina RPG 5/[18] #swinging_fox/swingingfox.sm,200.0,200.0,189,111,2,47.25,12.17,150.0
75de0202,18,Stamina RPG 5/[18] -273.15 For Business/-273.15forbusiness.sm,189.0,189.0,300,112,4,16.667,11.82,
dd959e34,18,Stamina RPG 5/[18] Alien Lullaby/Alien Lullaby.sm,200.0,200.0,254,63,4,19.538,11.85,187.5
a3de8a91,18,Stamina RPG 5/[18] Ao to Natsu/aotonatsu.sm,210.0,210.0,174,29,3,8.7,12.17,170.6
bbc5aafe,18,Stamina RPG 5/[18] Atmosphere/atmosphere.sm,180.0,191.2,1028,79,41,3.06,10.22,168.8
991ab832,18,Stamina RPG 5/[18] Blood Angels/blood.sm,205.0,205.0,203,80,4,11.941,11.0,102.5
9c08ae9e,18,Stamina RPG 5/[18] Boomerang Rush/Boomerang Rush.sm,207.0,207.0,177,112,0,0.0,13.13,
0836aae8,18,Stamina RPG 5/[18] Crazy In Love/Crazy In Love.sm,199.0,198.5,206,56,2,25.75,12.32,99.3
c98ce8b5,18,Stamina RPG 5/[18] Extrasolar Planets For Business/extrasolarplanetsforbusiness.sm,187.0,187.0,359,63,1,119.667,12.16,140.2
5e028ef1,18,Stamina RPG 5/[18] Faketal Dreamers/Faketal Dreamers.sm,190.0,190.0,450,56,18,3.237,10.9,166.2
3bad1555,18,Stamina RPG 5/[18] Fields of Despair/Fields of Despair.sm,200.0,200.0,242,70,5,11.0,12.44,150.0
bbec1dc3,18,Stamina RPG 5/[18] Fin.ArcDeaR/arcdear.sm,225.0,225.0,77,23,3,3.85,12.7,196.9
c4fb8d7f,18,Stamina RPG 5/[18] Fist Bump/Fist Bump - Sonic Forces [OST].sm,217.0,217.0,140,38,8,1.591,10.86,203.4
8ded21b7,18,Stamina RPG 5/[18] Killian Is Lying To You/Petriform - nothing is for sure - 01 killian is lying to you.sm,210.0,210.0,188,108,2,5.222,12.5,131.2
6f5d8505,18,Stamina RPG 6/[18] Magic Cycles/Magic Cycles.sm,197.0,245.6,218,96,4,6.229,11.74,171.9
15346769,18,Stamina RPG 5/[18] Radiation 239/radiation.sm,188.0,199.8,297,63,3,14.85,11.09,
4afa56c8,18,Stamina RPG 5/[18] Revelation/revelation.sm,214.0,214.0,123,53,2,3.417,10.56,173.9
3f64575d,18,Stamina RPG 5/[18] Shanti (Gotalien Mix) (Restep)/Shanti (Gotalien Mix).sm,199.0,198.0,291,52,5,10.393,11.73,185.6
a6ab4386,18,Stamina RPG 5/[18] Stars For Pleasure/starsforpleasure.sm,185.0,185.0,386,214,3,38.6,11.24,173.4
4678548a,18,Stamina RPG 5/[18] Trails of Cold Stream FC Part2/fcPart2.sm,190.0,190.0,371,54,14,3.905,10.7,178.1
c4484a17,18,Stamina RPG 5/[18] Trails of Cold Stream FC Part4/fcPart4.sm,190.0,190.0,317,114,3,9.606,11.71,178.1
6b968cf3,18,Stamina RPG 5/[18] VIRGIN CODE/VIRGIN CODE.sm,212.0,117.0,184,18,13,3.286,5.97,109.7
31eb627a,18,Stamina RPG 5/[18] Wildfire/Wildfire.sm,200.0,212.5,266,24,7,11.083,11.84,175.0
7eb5f541,18,Stamina RPG 5/[18] Wish To This Sky/Wish To This Sky.sm,220.0,220.0,97,31,3,1.366,9.62,192.5
5508d384,18,Stamina RPG 5/[18] delete!delete!delete!/delete!delete!delete!.sm,210.0,210.0,165,47,2,4.125,11.89,105.0
bb4fdf31,19,Stamina RPG 5/[19] Albacore Song/albacore song.sm,230.0,230.0,108,24,9,1.565,11.7,186.9
6096cf4f,19,Stamina RPG 5/[19] Breakin' Asia/breakin.sm,230.0,230.0,78,32,3,4.333,11.96,172.5
e7e3acfd,19,Stamina RPG 5/[19] Eternal Sunshine/eternal.sm,218.0,218.0,193,72,4,7.72,12.34,163.5
d8c4d6a1,19,Stamina RPG 5/[19] Final Battle/finalbattle.sm,232.0,232.0,102,15,1,6.0,13.56,188.5
7af28dd3,19,Stamina RPG 5/[19] Headless/Headless.sm,220.0,220.1,148,44,2,18.5,13.7,165.1
8061fd03,19,Stamina RPG 5/[19] Indriya For Business/indriyaforbusiness.sm,206.0,206.0,276,95,0,0.0,12.09,
5d046d8b,19,Stamina RPG 5/[19] Libera (Part I)/Ne_Obliviscaris_-_Libera_Part_I_-_Saturnine_Spheres.sm,216.0,214.9,388,154,4,4.512,11.86,147.8
6a1689c0,17,Stamina RPG 6 - Unlocks/[17] Lucid Loophole FP 170/lucidloopholefp170.sm,170.0,170.0,381,51,5,22.412,10.28,159.4
c73f01a7,19,Stamina RPG 5/[19] Mental Spectrum Hacker/hacker.sm,210.0,210.0,306,124,7,5.186,12.27,183.8
b38e1afd,19,Stamina RPG 5/[19] RAVE-O-LUTION 456/16. RAVE-O-LUTION 456.sm,228.0,228.0,145,16,5,2.164,9.61,114.0
7329f191,19,Stamina RPG 7 - Unlocks/[19] SRPX-0004 (Part 6) FP 197/srpxp6fp197.sm,197.0,197.0,529,95,8,4.766,11.42,135.4
fcf9bfa8,22,Stamina RPG 6 - Unlocks/[22] Speed Force FB 225/speedforcefb225.sm,225.0,225.0,424,81,1,47.111,14.44,168.8
35296ec6,19,Stamina RPG 5/[19] The Master Storyteller/storyteller.sm,220.0,220.0,160,65,5,3.333,12.42,206.3
cb28a8e9,19,Stamina RPG 5/[19] Try To Star/Try To Star.sm,216.0,216.0,133,96,0,0.0,14.08,
7c5bffe3,19,Stamina RPG 5/[19] White Laguna For Business/whitelagunaforbusiness.sm,201.0,201.0,373,183,1,186.5,13.16,100.5
c6520367,19,Stamina RPG 5/[19] Wilson Phillips Screwdriver/Petriform - nothing is for sure - 04 wilson phillips screwdriver.sm,210.0,210.0,224,224,0,0.0,13.65,
e2496a58,19,Stamina RPG 5/[19] looming shadow of a tree long gone/Looming Shadow Of A Tree Long Gone.sm,222.0,222.0,146,62,6,5.615,10.81,194.2
003ca59c,20,Stamina RPG 5/[20] Albacore Song/albacore song.sm,230.0,230.0,147,36,5,5.069,13.35,186.9
3bfbd5c6,20,Stamina RPG 5/[20] Astral Empire/astralempire.sm,224.0,224.0,236,128,1,4.214,12.88,196.0
90bed113,20,Stamina RPG 5/[20] Bad Habits/Bad Habits.sm,214.0,214.0,298,66,4,18.625,13.73,187.2
b9fd88a7,20,Stamina RPG 5/[20] Endless Adventure/endless.sm,232.0,232.0,157,41,5,4.361,11.75,130.5
549f75a1,21,Stamina RPG 6 - Unlocks/[21] Extraterrestrial Pudding FB 213/extraterrestrialpuddingfb213.sm,213.0,213.0,577,91,4,57.7,13.95,199.7
645f9944,20,Stamina RPG 5/[20] Glitter in the sky (Expert)/gits.sm,225.0,225.0,216,100,2,8.308,13.22,168.8
54de38ec,20,Stamina RPG 5/[20] Heteromorphy/Heteromorphy.sm,243.0,217.5,95,42,2,5.0,8.34,135.9
956c2831,20,Stamina RPG 5/[20] How Far Down The Streams Do You Want To Go/thestreams.sm,225.0,215.0,697,72,31,2.403,11.47,201.6
fdf4aa74,21,Stamina RPG 7 - Unlocks/[21] Insectopia FB 220/insectopiafb220.sm,220.0,220.0,319,215,0,0.0,14.0,
ca6f78f3,20,Stamina RPG 5/[20] Lady Maria of the Astral Clocktower/Lady Maria of the Astral Clocktower.sm,230.0,230.0,170,70,2,5.484,12.93,191.7
64a47b8e,21,Stamina RPG 8 - Unlocks/[21] Lost in Hilbert Space FB 220/lostinhilbertspacefb220.sm,220.0,233.8,463,64,11,11.575,13.02,178.8
63d79edc,20,Stamina RPG 5/[20] Mass Defect/Mass Defect.sm,214.0,214.0,333,79,0,0.0,13.73,
729fc198,20,Stamina RPG 5/[20] Not The Same (Bodyjar Cover) (Hard)/Not The Same.sm,240.0,240.0,115,16,16,1.983,12.65,120.0
bf625972,20,Stamina RPG 5/[20] Palace of Destruction/Palace of Destruction.sm,236.0,236.0,148,45,7,3.02,12.85,177.0
55e14a9e,20,Stamina RPG 5/[20] Rage Absolute/Rage Absolute.sm,220.0,220.0,187,107,3,23.375,12.43,192.5
267a9e9a,20,Stamina RPG 5/[20] Summer (Sum 41 Cover)/Summer (Sum 41 Cover).sm,230.0,230.0,138,73,1,8.625,13.84,115.0
384554c4,19,Stamina RPG 8 - Unlocks/[19] TOCS the 3rd (Part 3) FP 194/tocs3pt3fp194.sm,194.0,194.0,491,50,15,8.049,11.92,181.9
b2d0e724,20,Stamina RPG 5/[20] Ultrasonic Anthem/ultrasonic-anthem.sm,240.0,240.0,125,47,3,1.866,11.74,210.0
04117054,20,Stamina RPG 5/[20] Venetian Drums/venetiandrums.sm,220.0,220.0,179,119,3,14.917,12.83,192.5
06ad8146,20,Stamina RPG 5/[20] Video Girl (Petriform Remix) (Hard)/Petriform - Video Girl (Petriform remix).sm,228.0,228.0,147,80,2,3.062,9.77,171.0
a72e5801,20,Stamina RPG 5/[20] Wings of Stones For Pleasure/wingsofstonesforpleasure.sm,207.0,207.0,417,77,4,26.062,12.63,194.1
63c7bc07,20,Stamina RPG 5/[20] Wings/of freedom.sm,225.0,225.0,192,72,1,8.727,13.72,168.8
e89a489e,21,Stamina RPG 5/[21] Emetic Minor/Emetic Minor.sm,236.0,236.0,233,67,3,3.585,12.34,191.8
7f656fe3,21,Stamina RPG 5/[21] Enjoy the Silence/Enjoy the Silence.sm,226.0,226.0,245,245,0,0.0,15.01,
baccdc8b,21,Stamina RPG 5/[21] House of the Rising Sun/House of the Rising Sun.sm,228.0,228.0,263,31,11,6.262,12.57,213.8
c6d3cea6,21,Stamina RPG 5/[21] Hyperdance Rising/Hyperdance Rising.sm,240.0,240.0,159,15,3,2.839,12.53,180.0
1f4375d7,21,Stamina RPG 5/[21] Intersect Thunderbolt/Intersect Thunderbolt.sm,250.0,250.0,77,50,4,1.878,13.33,218.8
1fc2a570,21,Stamina RPG 5/[21] NXC Fanatics/nxc.sm,240.0,240.0,174,24,7,3.053,12.63,180.0
fbad2fa7,21,Stamina RPG 5/[21] Stopper/Stopper.sm,240.0,239.8,127,47,4,4.704,13.98,179.9
ab5f6711,21,Stamina RPG 5/[21] The Spirit Chaser/The Spirit Chaser.sm,256.0,256.0,99,40,10,1.768,13.57,176.0
e65236cf,21,Stamina RPG 5/[21] To Make The End Of Battle/tomaketheendofbattle.sm,235.0,235.0,157,57,3,2.492,12.04,190.9
5eb42b3c,20,Stamina RPG 7 - Unlocks/[20] TOCS the 3rd P4 FP 207/tocs3pt4fp207.sm,207.0,207.0,572,78,17,7.429,12.24,194.1
aebde30a,21,Stamina RPG 5/[21] We Want To Run/wwtr.sm,243.0,192.0,122,71,2,2.652,8.27,120.0
e18cd413,21,Stamina RPG 5/[21] Yin Yang For Business/yinyangforbusiness.sm,220.0,220.0,346,95,0,0.0,14.4,
5e0a4e94,21,Stamina RPG 5/[21] Yuudachi no Ribbon/yuudachi.sm,230.0,230.0,190,66,2,14.615,14.16,186.9
ea2b1ced,22,Stamina RPG 5/[22] 1F/1f.sm,260.0,260.0,108,32,3,0.871,11.05,195.0
3db62fe1,21,Stamina RPG 5/[22] Anime Madness vol 1 (Easy)/Anime Madness vol1.sm,210.0,210.0,887,839,1,110.875,13.67,105.0
b1af38a1,22,Stamina RPG 5/[22] BAAM/baam.sm,254.0,254.0,148,54,7,2.552,12.63,190.5
b79cd2d3,20,Stamina RPG 6/[20] Cosmic Energy/Cosmic Energy.sm,214.0,214.0,348,76,4,34.8,13.29,200.6
08a6d473,22,Stamina RPG 5/[22] Death Stranding/Death Stranding.sm,244.0,244.0,207,72,1,6.469,11.99,122.0
759b23b2,22,Stamina RPG 5/[22] Donut Hole/DonutHole.sm,252.0,252.0,159,31,5,3.245,13.82,204.8
50110c24,22,Stamina RPG 5/[22] Facebreaker/did you really thought it was over.sm,238.0,238.0,189,38,4,12.6,14.62,163.6
39e95b2c,22,Stamina RPG 5/[22] H.A.R.D.C.O.R.E (Restep)/HARDCORE.sm,240.0,240.2,141,95,1,70.5,13.15,135.1
1d61b3a7,22,Stamina RPG 5/[22] Nuclear Reason/Nuclear Reason.sm,250.0,250.0,132,63,5,2.588,12.89,187.5
439b59b8,22,Stamina RPG 5/[22] Psychic Discharge/discharge.sm,250.0,250.0,126,64,2,3.15,11.67,203.1
f91a6aba,22,Stamina RPG 5/[22] Stolz (cut)/Stolz (cut).sm,246.0,246.0,150,61,3,15.0,14.66,123.0
5905eaba,22,Stamina RPG 5/[22] Sunshine Coastline (Super Ultimate)/Sunshine Coastline (Super Ultimate).sm,246.0,246.0,217,72,3,6.382,13.9,138.4
7f09bbfc,22,Stamina RPG 5/[22] Toureika/toureika.sm,256.0,256.0,155,25,10,1.685,11.36,240.0
8c1ea644,22,Stamina RPG 5/[22] Venus Fire/Venus Fire.sm,230.0,230.0,301,137,2,30.1,14.28,186.9
c234ab89,23,Stamina RPG 5/[23] Get Jinxed/Get Jinxed.sm,270.0,270.0,72,36,2,2.4,11.57,180.0
c5eb7ddf,23,Stamina RPG 5/[23] Glorious Dives (Restep)/gd.sm,240.0,240.0,344,207,2,7.478,14.1,165.0
c2384b33,23,Stamina RPG 5/[23] Going On (HM Ver.)/Going On.sm,250.0,250.0,190,97,1,9.048,14.6,171.9
d7bad3c6,23,Stamina RPG 5/[23] Madness Is Waiting/masochismamk0.sm,240.0,247.5,2671,111,105,3.109,11.71,206.3
29328d4f,23,Stamina RPG 6/[23] NaiNai 69/NaiNai 69.sm,266.0,265.9,83,15,4,3.609,12.45,199.4
5e58d9fd,23,Stamina RPG 5/[23] No One Escapes Trucks/No One Escapes Trucks.sm,250.0,250.0,245,54,6,6.282,14.34,140.6
3389b63a,23,Stamina RPG 6/[23] Portal of I Continuous Mix/archengrovemk2.sm,225.0,220.0,1573,261,38,2.74,12.1,192.5
a9997f7e,23,Stamina RPG 5/[23] Shock!!/shock.sm,260.0,260.0,101,47,3,2.405,13.21,178.8
91d340b8,23,Stamina RPG 5/[23] Silent Desert (Super Arrange) FP 241 (Restep)/silentdesertforpleasure.sm,241.0,241.0,310,147,3,10.333,14.64,180.7
47092334,23,Stamina RPG 6/[23] Trails of Cold Stream the 3rd/tocs3.sm,225.0,281.2,112,32,7,1.6,13.3,239.1
c9bd17c5,24,Stamina RPG 6/[24] ARK05 (Repace)/Ark05.sm,242.0,303.0,21,21,0,0.0,11.71,
93c51467,24,Stamina RPG 5/[24] Belief Super Arrange (ToCS4)/Belief SA.sm,274.0,274.0,146,31,8,1.417,12.76,239.8
ac400db6,22,Stamina RPG 6 - Unlocks/[22] Code Name- Sierra FP 235/sierrafp235.sm,235.0,235.0,275,174,4,21.154,14.5,146.9
db1a36a4,24,Stamina RPG 5/[24] Kneesocks Sanctuary/kneesocks.sm,260.0,260.0,175,55,6,3.889,12.62,195.0
ea2e4c9e,24,Stamina RPG 5/[24] Kuusou Mesorogiwi (Mirai Nikki)/Kuusou Mesorogiwi (Mirai Nikki).sm,266.0,266.0,159,18,5,2.524,13.28,133.0
59c82f6a,24,Stamina RPG 5/[24] Morgenstern/Morgenstern.sm,263.0,210.0,150,70,2,3.409,10.26,105.0
ffba6306,24,Stamina RPG 5/[24] Parallax (Restep)/Parallax.sm,240.0,240.0,606,111,3,7.87,14.06,195.0
9b6a91d3,24,Stamina RPG 5/[24] Shiawase no Monosashi (VANTAGE- Edit)/Shiawase no Monosashi (VANTAGE- Edit).sm,256.0,256.2,232,48,7,3.867,13.67,128.1
a04f41b2,24,Stamina RPG 5/[24] The Big Black (MLW Remix)/bigblackmlw.sm,270.0,270.2,116,48,1,7.733,14.01,
f8a74084,24,Stamina RPG 5/[24] Unknown Depths FB 227/depths.sm,227.0,227.0,1491,96,31,8.016,13.52,184.4
6da4b2f1,25,Stamina RPG 5/[25] Appearance of the Demon Beasts/Appearance of the Demon Beasts.sm,272.0,271.9,148,46,3,3.895,14.85,204.0
f65309ca,25,Stamina RPG 5/[25] Condemnation Wings II (full)/Condemnation Wings II.sm,264.0,264.0,279,56,4,3.986,14.47,198.0
afb2be7b,25,Stamina RPG 5/[25] Fateful Confrontation (Pomtto! Ver.)/Fateful.sm,280.0,280.0,88,38,3,4.889,15.72,175.0
01d9d534,25,Stamina RPG 5/[25] Gens D'Armes (Super Ultimate)/Gens D'Armes.sm,264.0,269.3,261,131,2,9.667,15.44,202.0
0a914446,23,Stamina RPG 6 - Unlocks/[23] Redshift Galaxy (Restep) FP 237/redshiftgalaxyfp237.sm,237.0,237.0,378,85,6,7.714,14.84,222.2
e7479491,25,Stamina RPG 5/[25] Steel Red/steelred.sm,280.0,280.0,134,48,4,1.634,11.32,262.5
2fdc73d9,25,Stamina RPG 5/[25] The ITG Speedcore Dandy/draoineachmk1.sm,250.0,230.0,1364,88,34,5.246,12.97,215.6
ba7feedd,25,Stamina RPG 5/[25] The Lily Of Steel (cut)/LilyOfSteel cut.sm,274.0,274.0,155,40,5,3.37,14.36,137.0
1c7f76a0,26,Stamina RPG 5/[26] Reunion/Reunion.sm,276.0,276.0,183,183,0,0.0,15.98,
38d01ae0,26,Stamina RPG 6/[26] Stratospheric Intricacy/stratospheric.sm,260.0,250.0,3182,160,91,5.662,14.61,234.4
a0a99551,29,Stamina RPG 6 - Unlocks/[29] Super Luminal/Super Luminal.sm,360.0,360.0,32,32,0,0.0,21.45,
e39b922d,12,Stamina RPG 6 - Unlocks/[12] Acid Trip/XS Project - Acid Trip.sm,150.0,150.0,56,16,3,1.302,6.96,112.5
7ac61982,12,Stamina RPG 6 - Unlocks/[12] Ai Shang Yang Cong/Ai Shang Yang Cong.sm,134.0,142.4,94,32,2,6.714,7.35,92.1
8fbcd222,12,Stamina RPG 6 - Unlocks/[12] Airship (FFXI) (Easy)/Final Fantasy XI OST - Airship.sm,150.0,150.0,33,24,1,4.125,5.02,
fff59e27,12,Stamina RPG 6 - Unlocks/[12] Amazing (Frisco Mix)/Amazing (Frisco Mix).sm,140.0,140.0,32,32,0,0.0,7.91,
617a7c39,12,Stamina RPG 6 - Unlocks/[12] Cyber Thunder Cider (Medium)/Cyber Thunder Cider.sm,145.0,145.0,66,12,7,1.535,7.3,117.8
3ae00492,12,Stamina RPG 6 - Unlocks/[12] Death Moon Short Cut/simfile.sm,160.0,160.0,17,15,0,0.0,6.13,
f4ae889f,12,Stamina RPG 6 - Unlocks/[12] Discover the Life (Hard)/discoverthelife.sm,165.0,165.0,30,15,1,1.2,6.78,134.1
60a79888,12,Stamina RPG 6 - Unlocks/[12] Fire Hive (Novice)/Knife Party - Fire Hive.sm,140.0,140.0,46,46,0,0.0,7.54,
65f5d324,12,Stamina RPG 6 - Unlocks/[12] Killing My Love (Hard)/Killing My Love.sm,156.0,156.1,56,16,3,0.903,7.75,117.0
3f21473a,12,Stamina RPG 6 - Unlocks/[12] Kto Skazal Myau (Medium)/GSPD - Kto Skazal Myau.sm,160.0,160.0,44,8,3,0.667,6.09,80.0
13a30d03,12,Stamina RPG 6 - Unlocks/[12] Let Me Be With You/Let Me Be With You.sm,132.0,132.2,38,15,0,0.0,7.6,
afce4ab5,12,Stamina RPG 6 - Unlocks/[12] Mighty Obstacle/Mighty Obstacle.sm,139.0,138.5,70,28,2,14.0,8.11,121.2
f4a58c83,12,Stamina RPG 6 - Unlocks/[12] Stardust Overdrive Short Cut/simfile.sm,175.0,175.0,17,8,2,1.308,6.39,87.5
a576bed2,12,Stamina RPG 6 - Unlocks/[12] Sunkissed Rhodonite/sunkissed.sm,143.0,178.8,1,1,0,0.0,7.58,
2079555e,12,Stamina RPG 6 - Unlocks/[12] Tower Of Heaven (Medium)/Tower Of Heaven.sm,175.0,175.0,21,8,5,0.356,6.0,153.1
07c8a3ef,13,Stamina RPG 6 - Unlocks/[13] ANTHEM RAVE/ANTHEM RAVE.sm,160.0,160.0,87,15,4,2.417,7.9,120.0
7f9b305d,13,Stamina RPG 6 - Unlocks/[13] Against Perfect Cherry Blossom/sakura.sm,140.0,140.0,136,56,2,5.231,7.42,105.0
48208190,13,Stamina RPG 6 - Unlocks/[13] Crossroad/16 - jun with TAHIRIH - CROSSROAD.sm,170.0,170.0,44,27,2,2.0,8.24,148.8
81e622f1,13,Stamina RPG 6 - Unlocks/[13] Der Wald (Hard)/derwald.sm,170.0,170.0,46,16,1,2.706,8.06,127.5
b0f00d71,13,Stamina RPG 6 - Unlocks/[13] Desire/desire.sm,134.0,134.0,158,80,3,4.27,8.04,108.9
2858fb4b,13,Stamina RPG 6 - Unlocks/[13] Dreamland/Dreamland.sm,140.0,140.0,126,51,1,15.75,8.6,105.0
a8491226,13,Stamina RPG 6 - Unlocks/[13] Escape/Escape.sm,170.0,170.0,32,32,0,0.0,9.86,
fbb7aadd,13,Stamina RPG 6 - Unlocks/[13] FIERCE BATTLE/FIERCE BATTLE.sm,160.0,170.0,78,31,1,9.75,9.45,140.0
1860d4e6,13,"Stamina RPG 6 - Unlocks/[13] Go, Go Power Rangers! (Easy)/Go, Go Power Rangers!.sm",188.0,188.0,30,12,2,3.75,9.89,141.0
d6b69e7d,13,Stamina RPG 6 - Unlocks/[13] Koi wa Chaos no Shimobe Nari/Koi wa Chaos no Shimobe Nari.sm,158.0,158.0,106,19,10,2.465,8.98,148.1
49d84cdc,13,Stamina RPG 6 - Unlocks/[13] LOVE B.B.B/23 LOVE B.B.B.sm,173.0,173.0,51,23,2,4.25,9.44,151.4
9465545a,13,Stamina RPG 6 - Unlocks/[13] Meikaruza/Meikaruza.sm,150.0,150.0,93,15,7,3.321,8.61,140.6
56ac63c0,13,Stamina RPG 6 - Unlocks/[13] Narwhal/Narwhal.sm,138.0,138.0,130,31,3,21.667,8.24,129.4
456198b6,13,Stamina RPG 6 - Unlocks/[13] On My Wings (Extended Mix~F.O.) (Hard)/onmywings.sm,152.0,152.0,102,15,7,2.318,8.03,142.5
9afb9af0,13,Stamina RPG 6 - Unlocks/[13] Sassouto Hashiru Tonegawa Kun (Hard)/Sassouto Hashiru Tonegawa Kun.sm,185.0,185.0,42,16,3,1.024,8.5,161.9
4ab1e728,13,Stamina RPG 6 - Unlocks/[13] Super Driver (Hard)/superdriver.sm,160.0,160.0,97,8,15,1.492,7.7,150.0
b6cde9f9,13,Stamina RPG 6 - Unlocks/[13] Where Does This Ocean Go/Yoko Kanno feat Ilaria Graziano - Where Does This Ocean Go.sm,143.0,143.0,156,108,1,39.0,8.81,
6d1b889e,14,Stamina RPG 6 - Unlocks/[14] Crazy Loop (Alaguan Bootleg)/Crazy Loop (Alaguan Bootleg).sm,170.0,170.0,108,13,4,8.308,9.62,127.5
d3678c3f,14,Stamina RPG 6 - Unlocks/[14] Dance With Me/Psilocybe Project - Dance With Me.sm,145.0,145.0,243,40,1,121.5,9.12,108.8
3bf3c487,14,Stamina RPG 6 - Unlocks/[14] Discord/Discord.sm,158.0,158.0,110,23,1,27.5,9.32,108.6
